time	zone	type	price
2017-11-27T14:25:19.000Z	us-east-1d	c4.4xlarge	0.2375
2017-11-27T14:17:43.000Z	us-east-1d	c4.4xlarge	0.2374
2017-11-27T14:16:47.000Z	us-east-1d	c4.4xlarge	0.2376
2017-11-27T14:15:31.000Z	us-east-1d	c4.4xlarge	0.2377
2017-11-27T14:14:39.000Z	us-east-1d	c4.4xlarge	0.2378
2017-11-27T14:13:29.000Z	us-east-1d	c4.4xlarge	0.238
2017-11-27T14:11:51.000Z	us-east-1d	c4.4xlarge	0.2384
2017-11-27T14:11:47.000Z	us-east-1d	c4.4xlarge	0.2382
2017-11-27T14:11:45.000Z	us-east-1d	c4.4xlarge	0.2381
2017-11-27T14:11:43.000Z	us-east-1d	c4.4xlarge	0.238
2017-11-27T14:11:39.000Z	us-east-1d	c4.4xlarge	0.2379
2017-11-27T14:11:31.000Z	us-east-1d	c4.4xlarge	0.2378
2017-11-27T14:11:29.000Z	us-east-1d	c4.4xlarge	0.2377
2017-11-27T14:09:07.000Z	us-east-1d	c4.4xlarge	0.2376
2017-11-27T14:08:13.000Z	us-east-1d	c4.4xlarge	0.2377
2017-11-27T14:06:03.000Z	us-east-1d	c4.4xlarge	0.2378
2017-11-27T14:05:05.000Z	us-east-1d	c4.4xlarge	0.2379
2017-11-27T14:03:59.000Z	us-east-1d	c4.4xlarge	0.238
2017-11-27T14:02:49.000Z	us-east-1d	c4.4xlarge	0.2381
2017-11-27T14:01:55.000Z	us-east-1d	c4.4xlarge	0.2383
2017-11-27T14:00:17.000Z	us-east-1d	c4.4xlarge	0.2384
2017-11-27T14:00:05.000Z	us-east-1d	c4.4xlarge	0.2385
2017-11-27T13:59:35.000Z	us-east-1d	c4.4xlarge	0.2384
2017-11-27T13:58:39.000Z	us-east-1d	c4.4xlarge	0.2386
2017-11-27T13:57:31.000Z	us-east-1d	c4.4xlarge	0.2389
2017-11-27T13:56:25.000Z	us-east-1d	c4.4xlarge	0.2392
2017-11-27T13:55:55.000Z	us-east-1d	c4.4xlarge	0.2393
2017-11-27T13:53:19.000Z	us-east-1d	c4.4xlarge	0.2394
2017-11-27T13:51:07.000Z	us-east-1d	c4.4xlarge	0.2397
2017-11-27T13:50:40.000Z	us-east-1d	c4.4xlarge	0.2398
2017-11-27T13:50:04.000Z	us-east-1d	c4.4xlarge	0.2397
2017-11-27T13:49:36.000Z	us-east-1d	c4.4xlarge	0.2396
2017-11-27T13:47:57.000Z	us-east-1d	c4.4xlarge	0.2395
2017-11-27T13:47:07.000Z	us-east-1d	c4.4xlarge	0.2397
2017-11-27T13:46:21.000Z	us-east-1d	c4.4xlarge	0.2399
2017-11-27T13:45:51.000Z	us-east-1d	c4.4xlarge	0.24
2017-11-27T13:43:45.000Z	us-east-1d	c4.4xlarge	0.2402
2017-11-27T13:42:45.000Z	us-east-1d	c4.4xlarge	0.2403
2017-11-27T13:42:37.000Z	us-east-1d	c4.4xlarge	0.2405
2017-11-27T13:42:27.000Z	us-east-1d	c4.4xlarge	0.2404
2017-11-27T13:42:07.000Z	us-east-1d	c4.4xlarge	0.2403
2017-11-27T13:42:03.000Z	us-east-1d	c4.4xlarge	0.2402
2017-11-27T13:41:43.000Z	us-east-1d	c4.4xlarge	0.2403
2017-11-27T13:40:27.000Z	us-east-1d	c4.4xlarge	0.2404
2017-11-27T13:39:33.000Z	us-east-1d	c4.4xlarge	0.2406
2017-11-27T13:35:59.000Z	us-east-1d	c4.4xlarge	0.2407
2017-11-27T13:35:11.000Z	us-east-1d	c4.4xlarge	0.2406
2017-11-27T13:35:07.000Z	us-east-1d	c4.4xlarge	0.2405
2017-11-27T13:33:21.000Z	us-east-1d	c4.4xlarge	0.2406
2017-11-27T13:33:09.000Z	us-east-1d	c4.4xlarge	0.2403
2017-11-27T13:28:41.000Z	us-east-1d	c4.4xlarge	0.2402
2017-11-27T13:23:51.000Z	us-east-1d	c4.4xlarge	0.2403
2017-11-27T13:23:19.000Z	us-east-1d	c4.4xlarge	0.2404
2017-11-27T13:19:59.000Z	us-east-1d	c4.4xlarge	0.2405
2017-11-27T13:19:29.000Z	us-east-1d	c4.4xlarge	0.2404
2017-11-27T13:19:11.000Z	us-east-1d	c4.4xlarge	0.2403
2017-11-27T13:15:21.000Z	us-east-1d	c4.4xlarge	0.2405
2017-11-27T13:09:49.000Z	us-east-1d	c4.4xlarge	0.2404
2017-11-27T13:05:33.000Z	us-east-1d	c4.4xlarge	0.2403
2017-11-27T12:59:09.000Z	us-east-1d	c4.4xlarge	0.2404
2017-11-27T12:53:43.000Z	us-east-1d	c4.4xlarge	0.2405
2017-11-27T12:51:39.000Z	us-east-1d	c4.4xlarge	0.2406
2017-11-27T12:50:27.000Z	us-east-1d	c4.4xlarge	0.2408
2017-11-27T12:49:29.000Z	us-east-1d	c4.4xlarge	0.2409
2017-11-27T12:47:23.000Z	us-east-1d	c4.4xlarge	0.241
2017-11-27T12:43:17.000Z	us-east-1d	c4.4xlarge	0.2411
2017-11-27T12:34:45.000Z	us-east-1d	c4.4xlarge	0.2412
2017-11-27T12:34:43.000Z	us-east-1d	c4.4xlarge	0.2411
2017-11-27T12:34:41.000Z	us-east-1d	c4.4xlarge	0.2409
2017-11-27T12:34:39.000Z	us-east-1d	c4.4xlarge	0.2408
2017-11-27T12:34:37.000Z	us-east-1d	c4.4xlarge	0.2406
2017-11-27T12:34:35.000Z	us-east-1d	c4.4xlarge	0.2404
2017-11-27T12:33:27.000Z	us-east-1d	c4.4xlarge	0.2403
2017-11-27T12:31:31.000Z	us-east-1d	c4.4xlarge	0.2402
2017-11-27T12:31:29.000Z	us-east-1d	c4.4xlarge	0.2401
2017-11-27T12:31:27.000Z	us-east-1d	c4.4xlarge	0.24
2017-11-27T12:31:25.000Z	us-east-1d	c4.4xlarge	0.2398
2017-11-27T12:31:23.000Z	us-east-1d	c4.4xlarge	0.2397
2017-11-27T12:31:19.000Z	us-east-1d	c4.4xlarge	0.2394
2017-11-27T12:30:37.000Z	us-east-1d	c4.4xlarge	0.2393
2017-11-27T12:30:35.000Z	us-east-1d	c4.4xlarge	0.2392
2017-11-27T12:30:33.000Z	us-east-1d	c4.4xlarge	0.239
2017-11-27T12:30:31.000Z	us-east-1d	c4.4xlarge	0.2389
2017-11-27T12:30:01.000Z	us-east-1d	c4.4xlarge	0.2387
2017-11-27T12:29:59.000Z	us-east-1d	c4.4xlarge	0.2385
2017-11-27T12:29:57.000Z	us-east-1d	c4.4xlarge	0.2384
2017-11-27T12:29:55.000Z	us-east-1d	c4.4xlarge	0.2382
2017-11-27T12:29:53.000Z	us-east-1d	c4.4xlarge	0.2381
2017-11-27T12:29:51.000Z	us-east-1d	c4.4xlarge	0.2378
2017-11-27T12:29:49.000Z	us-east-1d	c4.4xlarge	0.2377
2017-11-27T12:29:47.000Z	us-east-1d	c4.4xlarge	0.2375
2017-11-27T12:29:45.000Z	us-east-1d	c4.4xlarge	0.2374
2017-11-27T12:29:19.000Z	us-east-1d	c4.4xlarge	0.2373
2017-11-27T12:27:25.000Z	us-east-1d	c4.4xlarge	0.2374
2017-11-27T12:21:05.000Z	us-east-1d	c4.4xlarge	0.2375
2017-11-27T12:18:55.000Z	us-east-1d	c4.4xlarge	0.2376
2017-11-27T12:17:51.000Z	us-east-1d	c4.4xlarge	0.2378
2017-11-27T12:16:55.000Z	us-east-1d	c4.4xlarge	0.2379
2017-11-27T12:08:43.000Z	us-east-1d	c4.4xlarge	0.238
2017-11-27T12:05:07.000Z	us-east-1d	c4.4xlarge	0.2379
2017-11-27T12:03:05.000Z	us-east-1d	c4.4xlarge	0.238
2017-11-27T12:01:23.000Z	us-east-1d	c4.4xlarge	0.2381
2017-11-27T12:01:01.000Z	us-east-1d	c4.4xlarge	0.238
2017-11-27T11:58:52.000Z	us-east-1d	c4.4xlarge	0.2381
2017-11-27T11:57:50.000Z	us-east-1d	c4.4xlarge	0.2382
2017-11-27T11:56:52.000Z	us-east-1d	c4.4xlarge	0.2383
2017-11-27T11:55:36.000Z	us-east-1d	c4.4xlarge	0.2387
2017-11-27T11:53:42.000Z	us-east-1d	c4.4xlarge	0.2389
2017-11-27T11:52:36.000Z	us-east-1d	c4.4xlarge	0.239
2017-11-27T11:51:26.000Z	us-east-1d	c4.4xlarge	0.2391
2017-11-27T11:51:24.000Z	us-east-1d	c4.4xlarge	0.2393
2017-11-27T11:50:52.000Z	us-east-1d	c4.4xlarge	0.2396
2017-11-27T11:45:14.000Z	us-east-1d	c4.4xlarge	0.2395
2017-11-27T11:42:02.000Z	us-east-1d	c4.4xlarge	0.2396
2017-11-27T11:39:58.000Z	us-east-1d	c4.4xlarge	0.2397
2017-11-27T11:39:56.000Z	us-east-1d	c4.4xlarge	0.2399
2017-11-27T11:39:50.000Z	us-east-1d	c4.4xlarge	0.2398
2017-11-27T11:32:22.000Z	us-east-1d	c4.4xlarge	0.2397
2017-11-27T11:32:04.000Z	us-east-1d	c4.4xlarge	0.2398
2017-11-27T11:31:16.000Z	us-east-1d	c4.4xlarge	0.2397
2017-11-27T11:29:18.000Z	us-east-1d	c4.4xlarge	0.2398
2017-11-27T11:26:02.000Z	us-east-1d	c4.4xlarge	0.2397
2017-11-27T11:24:54.000Z	us-east-1d	c4.4xlarge	0.2398
2017-11-27T11:23:56.000Z	us-east-1d	c4.4xlarge	0.2399
2017-11-27T11:22:56.000Z	us-east-1d	c4.4xlarge	0.2404
2017-11-27T11:21:46.000Z	us-east-1d	c4.4xlarge	0.2407
2017-11-27T11:19:10.000Z	us-east-1d	c4.4xlarge	0.2408
2017-11-27T11:15:16.000Z	us-east-1d	c4.4xlarge	0.2407
2017-11-27T11:12:12.000Z	us-east-1d	c4.4xlarge	0.2408
2017-11-27T10:57:32.000Z	us-east-1d	c4.4xlarge	0.2407
2017-11-27T10:52:16.000Z	us-east-1d	c4.4xlarge	0.2408
2017-11-27T10:51:04.000Z	us-east-1d	c4.4xlarge	0.2409
2017-11-27T10:44:40.000Z	us-east-1d	c4.4xlarge	0.2408
2017-11-27T10:41:47.000Z	us-east-1d	c4.4xlarge	0.2406
2017-11-27T10:40:59.000Z	us-east-1d	c4.4xlarge	0.2407
2017-11-27T10:35:09.000Z	us-east-1d	c4.4xlarge	0.2406
2017-11-27T10:34:15.000Z	us-east-1d	c4.4xlarge	0.2407
2017-11-27T10:31:29.000Z	us-east-1d	c4.4xlarge	0.2408
2017-11-27T10:26:51.000Z	us-east-1d	c4.4xlarge	0.2409
2017-11-27T10:25:49.000Z	us-east-1d	c4.4xlarge	0.241
2017-11-27T10:24:21.000Z	us-east-1d	c4.4xlarge	0.2411
2017-11-27T10:21:35.000Z	us-east-1d	c4.4xlarge	0.241
2017-11-27T10:20:31.000Z	us-east-1d	c4.4xlarge	0.2411
2017-11-27T10:20:29.000Z	us-east-1d	c4.4xlarge	0.241
2017-11-27T10:17:15.000Z	us-east-1d	c4.4xlarge	0.2408
2017-11-27T10:16:15.000Z	us-east-1d	c4.4xlarge	0.241
2017-11-27T10:15:05.000Z	us-east-1d	c4.4xlarge	0.2412
2017-11-27T10:14:29.000Z	us-east-1d	c4.4xlarge	0.2414
2017-11-27T10:14:27.000Z	us-east-1d	c4.4xlarge	0.2412
2017-11-27T10:14:25.000Z	us-east-1d	c4.4xlarge	0.2411
2017-11-27T10:14:21.000Z	us-east-1d	c4.4xlarge	0.2408
2017-11-27T10:13:49.000Z	us-east-1d	c4.4xlarge	0.2406
2017-11-27T10:13:47.000Z	us-east-1d	c4.4xlarge	0.2404
2017-11-27T10:12:01.000Z	us-east-1d	c4.4xlarge	0.2403
2017-11-27T10:09:57.000Z	us-east-1d	c4.4xlarge	0.2405
2017-11-27T10:09:55.000Z	us-east-1d	c4.4xlarge	0.2404
2017-11-27T10:09:53.000Z	us-east-1d	c4.4xlarge	0.2403
2017-11-27T10:09:51.000Z	us-east-1d	c4.4xlarge	0.2402
2017-11-27T10:09:49.000Z	us-east-1d	c4.4xlarge	0.2399
2017-11-27T10:09:47.000Z	us-east-1d	c4.4xlarge	0.2397
2017-11-27T10:09:45.000Z	us-east-1d	c4.4xlarge	0.2396
2017-11-27T10:09:01.000Z	us-east-1d	c4.4xlarge	0.2394
2017-11-27T10:00:45.000Z	us-east-1d	c4.4xlarge	0.2396
2017-11-27T09:57:07.000Z	us-east-1d	c4.4xlarge	0.2395
2017-11-27T09:54:07.000Z	us-east-1d	c4.4xlarge	0.2396
2017-11-27T09:52:07.000Z	us-east-1d	c4.4xlarge	0.2397
2017-11-27T09:49:55.000Z	us-east-1d	c4.4xlarge	0.2399
2017-11-27T09:48:57.000Z	us-east-1d	c4.4xlarge	0.2401
2017-11-27T09:47:49.000Z	us-east-1d	c4.4xlarge	0.2402
2017-11-27T09:47:43.000Z	us-east-1d	c4.4xlarge	0.2403
2017-11-27T09:47:41.000Z	us-east-1d	c4.4xlarge	0.2402
2017-11-27T09:47:39.000Z	us-east-1d	c4.4xlarge	0.24
2017-11-27T09:47:37.000Z	us-east-1d	c4.4xlarge	0.2399
2017-11-27T09:47:31.000Z	us-east-1d	c4.4xlarge	0.2398
2017-11-27T09:46:57.000Z	us-east-1d	c4.4xlarge	0.2397
2017-11-27T09:46:55.000Z	us-east-1d	c4.4xlarge	0.2395
2017-11-27T09:45:45.000Z	us-east-1d	c4.4xlarge	0.2394
2017-11-27T09:45:15.000Z	us-east-1d	c4.4xlarge	0.2395
2017-11-27T09:44:43.000Z	us-east-1d	c4.4xlarge	0.2394
2017-11-27T09:44:37.000Z	us-east-1d	c4.4xlarge	0.2393
2017-11-27T09:44:35.000Z	us-east-1d	c4.4xlarge	0.2392
2017-11-27T09:44:33.000Z	us-east-1d	c4.4xlarge	0.239
2017-11-27T09:44:31.000Z	us-east-1d	c4.4xlarge	0.2389
2017-11-27T09:44:29.000Z	us-east-1d	c4.4xlarge	0.2387
2017-11-27T09:44:27.000Z	us-east-1d	c4.4xlarge	0.2385
2017-11-27T09:43:29.000Z	us-east-1d	c4.4xlarge	0.2384
2017-11-27T09:43:27.000Z	us-east-1d	c4.4xlarge	0.2383
2017-11-27T09:42:57.000Z	us-east-1d	c4.4xlarge	0.2382
2017-11-27T09:42:35.000Z	us-east-1d	c4.4xlarge	0.238
2017-11-27T09:41:49.000Z	us-east-1d	c4.4xlarge	0.2381
2017-11-27T09:41:47.000Z	us-east-1d	c4.4xlarge	0.238
2017-11-27T09:41:21.000Z	us-east-1d	c4.4xlarge	0.2378
2017-11-27T09:40:35.000Z	us-east-1d	c4.4xlarge	0.2379
2017-11-27T09:40:33.000Z	us-east-1d	c4.4xlarge	0.2377
2017-11-27T09:40:23.000Z	us-east-1d	c4.4xlarge	0.2376
2017-11-27T09:39:59.000Z	us-east-1d	c4.4xlarge	0.2377
2017-11-27T09:39:57.000Z	us-east-1d	c4.4xlarge	0.2376
2017-11-27T09:39:55.000Z	us-east-1d	c4.4xlarge	0.2374
2017-11-27T09:39:23.000Z	us-east-1d	c4.4xlarge	0.2373
2017-11-27T09:39:15.000Z	us-east-1d	c4.4xlarge	0.2374
2017-11-27T09:39:13.000Z	us-east-1d	c4.4xlarge	0.2373
2017-11-27T09:39:11.000Z	us-east-1d	c4.4xlarge	0.2372
2017-11-27T09:37:13.000Z	us-east-1d	c4.4xlarge	0.2371
2017-11-27T09:35:05.000Z	us-east-1d	c4.4xlarge	0.2372
2017-11-27T09:33:03.000Z	us-east-1d	c4.4xlarge	0.2373
2017-11-27T09:32:31.000Z	us-east-1d	c4.4xlarge	0.2374
2017-11-27T09:32:07.000Z	us-east-1d	c4.4xlarge	0.2375
2017-11-27T09:30:57.000Z	us-east-1d	c4.4xlarge	0.2376
2017-11-27T09:27:53.000Z	us-east-1d	c4.4xlarge	0.2377
2017-11-27T09:25:41.000Z	us-east-1d	c4.4xlarge	0.2379
2017-11-27T09:22:35.000Z	us-east-1d	c4.4xlarge	0.238
2017-11-27T09:21:47.000Z	us-east-1d	c4.4xlarge	0.2381
2017-11-27T09:21:25.000Z	us-east-1d	c4.4xlarge	0.238
2017-11-27T09:20:35.000Z	us-east-1d	c4.4xlarge	0.2381
2017-11-27T09:20:25.000Z	us-east-1d	c4.4xlarge	0.238
2017-11-27T09:20:09.000Z	us-east-1d	c4.4xlarge	0.2381
2017-11-27T09:18:19.000Z	us-east-1d	c4.4xlarge	0.238
2017-11-27T09:17:51.000Z	us-east-1d	c4.4xlarge	0.2379
2017-11-27T09:17:11.000Z	us-east-1d	c4.4xlarge	0.2377
2017-11-27T09:16:11.000Z	us-east-1d	c4.4xlarge	0.2378
2017-11-27T09:15:33.000Z	us-east-1d	c4.4xlarge	0.2379
2017-11-27T09:15:13.000Z	us-east-1d	c4.4xlarge	0.2378
2017-11-27T09:14:21.000Z	us-east-1d	c4.4xlarge	0.2379
2017-11-27T09:14:19.000Z	us-east-1d	c4.4xlarge	0.2376
2017-11-27T09:13:07.000Z	us-east-1d	c4.4xlarge	0.2374
2017-11-27T09:03:21.000Z	us-east-1d	c4.4xlarge	0.2375
2017-11-27T09:02:25.000Z	us-east-1d	c4.4xlarge	0.2376
2017-11-27T09:01:15.000Z	us-east-1d	c4.4xlarge	0.2377
2017-11-27T08:58:09.000Z	us-east-1d	c4.4xlarge	0.2378
2017-11-27T08:57:03.000Z	us-east-1d	c4.4xlarge	0.2379
2017-11-27T08:56:11.000Z	us-east-1d	c4.4xlarge	0.2381
2017-11-27T08:55:41.000Z	us-east-1d	c4.4xlarge	0.2382
2017-11-27T08:55:01.000Z	us-east-1d	c4.4xlarge	0.2383
2017-11-27T08:54:04.000Z	us-east-1d	c4.4xlarge	0.2386
2017-11-27T08:53:48.000Z	us-east-1d	c4.4xlarge	0.2384
2017-11-27T08:52:50.000Z	us-east-1d	c4.4xlarge	0.2386
2017-11-27T08:51:42.000Z	us-east-1d	c4.4xlarge	0.2389
2017-11-27T08:50:48.000Z	us-east-1d	c4.4xlarge	0.2392
2017-11-27T08:49:48.000Z	us-east-1d	c4.4xlarge	0.2395
2017-11-27T08:48:44.000Z	us-east-1d	c4.4xlarge	0.2402
2017-11-27T08:47:30.000Z	us-east-1d	c4.4xlarge	0.2403
2017-11-27T08:43:20.000Z	us-east-1d	c4.4xlarge	0.2408
2017-11-27T08:42:10.000Z	us-east-1d	c4.4xlarge	0.241
2017-11-27T08:40:14.000Z	us-east-1d	c4.4xlarge	0.2412
2017-11-27T08:36:58.000Z	us-east-1d	c4.4xlarge	0.2413
2017-11-27T08:34:26.000Z	us-east-1d	c4.4xlarge	0.2414
2017-11-27T08:29:34.000Z	us-east-1d	c4.4xlarge	0.2412
2017-11-27T08:24:20.000Z	us-east-1d	c4.4xlarge	0.2413
2017-11-27T08:23:50.000Z	us-east-1d	c4.4xlarge	0.2412
2017-11-27T08:20:54.000Z	us-east-1d	c4.4xlarge	0.2411
2017-11-27T08:20:52.000Z	us-east-1d	c4.4xlarge	0.241
2017-11-27T08:19:58.000Z	us-east-1d	c4.4xlarge	0.2409
2017-11-27T08:17:40.000Z	us-east-1d	c4.4xlarge	0.2408
2017-11-27T08:17:20.000Z	us-east-1d	c4.4xlarge	0.2407
2017-11-27T08:15:14.000Z	us-east-1d	c4.4xlarge	0.2406
2017-11-27T08:15:02.000Z	us-east-1d	c4.4xlarge	0.2405
2017-11-27T08:15:00.000Z	us-east-1d	c4.4xlarge	0.2404
2017-11-27T08:14:26.000Z	us-east-1d	c4.4xlarge	0.2403
2017-11-27T08:10:52.000Z	us-east-1d	c4.4xlarge	0.2402
2017-11-27T08:10:50.000Z	us-east-1d	c4.4xlarge	0.24
2017-11-27T08:01:48.000Z	us-east-1d	c4.4xlarge	0.2397
2017-11-27T08:00:21.000Z	us-east-1d	c4.4xlarge	0.2397
2017-11-27T07:47:33.000Z	us-east-1d	c4.4xlarge	0.2396
2017-11-27T07:41:10.000Z	us-east-1d	c4.4xlarge	0.2397
2017-11-27T07:41:09.000Z	us-east-1d	c4.4xlarge	0.2396
2017-11-27T07:41:04.000Z	us-east-1d	c4.4xlarge	0.2394
2017-11-27T07:41:02.000Z	us-east-1d	c4.4xlarge	0.2393
2017-11-27T07:41:00.000Z	us-east-1d	c4.4xlarge	0.2392
2017-11-27T07:40:58.000Z	us-east-1d	c4.4xlarge	0.239
2017-11-27T07:40:56.000Z	us-east-1d	c4.4xlarge	0.2389
2017-11-27T07:40:54.000Z	us-east-1d	c4.4xlarge	0.2388
2017-11-27T07:40:52.000Z	us-east-1d	c4.4xlarge	0.2386
2017-11-27T07:40:50.000Z	us-east-1d	c4.4xlarge	0.2385
2017-11-27T07:40:48.000Z	us-east-1d	c4.4xlarge	0.2384
2017-11-27T07:40:46.000Z	us-east-1d	c4.4xlarge	0.2383
2017-11-27T07:40:44.000Z	us-east-1d	c4.4xlarge	0.2381
2017-11-27T07:40:42.000Z	us-east-1d	c4.4xlarge	0.238
2017-11-27T07:40:40.000Z	us-east-1d	c4.4xlarge	0.2378
2017-11-27T07:40:38.000Z	us-east-1d	c4.4xlarge	0.2377
2017-11-27T07:39:58.000Z	us-east-1d	c4.4xlarge	0.2376
2017-11-27T07:37:56.000Z	us-east-1d	c4.4xlarge	0.2377
2017-11-27T07:37:54.000Z	us-east-1d	c4.4xlarge	0.2375
2017-11-27T07:37:52.000Z	us-east-1d	c4.4xlarge	0.2374
2017-11-27T07:37:50.000Z	us-east-1d	c4.4xlarge	0.2373
2017-11-27T07:37:48.000Z	us-east-1d	c4.4xlarge	0.2372
2017-11-27T07:37:46.000Z	us-east-1d	c4.4xlarge	0.2371
2017-11-27T07:37:44.000Z	us-east-1d	c4.4xlarge	0.237
2017-11-27T07:37:42.000Z	us-east-1d	c4.4xlarge	0.2368
2017-11-27T07:36:56.000Z	us-east-1d	c4.4xlarge	0.2367
2017-11-27T07:36:52.000Z	us-east-1d	c4.4xlarge	0.2365
2017-11-27T07:36:50.000Z	us-east-1d	c4.4xlarge	0.2364
2017-11-27T07:36:46.000Z	us-east-1d	c4.4xlarge	0.2362
2017-11-27T07:36:44.000Z	us-east-1d	c4.4xlarge	0.2361
2017-11-27T07:36:42.000Z	us-east-1d	c4.4xlarge	0.2359
2017-11-27T07:35:14.000Z	us-east-1d	c4.4xlarge	0.2358
2017-11-27T07:34:00.000Z	us-east-1d	c4.4xlarge	0.2357
2017-11-27T07:33:58.000Z	us-east-1d	c4.4xlarge	0.2356
2017-11-27T07:33:56.000Z	us-east-1d	c4.4xlarge	0.2355
2017-11-27T07:32:46.000Z	us-east-1d	c4.4xlarge	0.2354
2017-11-27T07:30:46.000Z	us-east-1d	c4.4xlarge	0.2357
2017-11-27T07:26:22.000Z	us-east-1d	c4.4xlarge	0.2358
2017-11-27T07:25:17.000Z	us-east-1d	c4.4xlarge	0.2357
2017-11-27T07:22:10.000Z	us-east-1d	c4.4xlarge	0.2358
2017-11-27T07:15:38.000Z	us-east-1d	c4.4xlarge	0.2359
2017-11-27T07:10:36.000Z	us-east-1d	c4.4xlarge	0.236
2017-11-27T07:09:36.000Z	us-east-1d	c4.4xlarge	0.2361
2017-11-27T07:07:54.000Z	us-east-1d	c4.4xlarge	0.2362
2017-11-27T07:07:16.000Z	us-east-1d	c4.4xlarge	0.2363
2017-11-27T07:06:36.000Z	us-east-1d	c4.4xlarge	0.2362
2017-11-27T07:05:16.000Z	us-east-1d	c4.4xlarge	0.2361
2017-11-27T07:03:46.000Z	us-east-1d	c4.4xlarge	0.236
2017-11-27T07:03:02.000Z	us-east-1d	c4.4xlarge	0.2359
2017-11-27T07:02:08.000Z	us-east-1d	c4.4xlarge	0.2358
2017-11-27T07:00:52.000Z	us-east-1d	c4.4xlarge	0.2359
2017-11-27T06:59:30.000Z	us-east-1d	c4.4xlarge	0.2358
2017-11-27T06:59:28.000Z	us-east-1d	c4.4xlarge	0.2357
2017-11-27T06:58:08.000Z	us-east-1d	c4.4xlarge	0.2356
2017-11-27T06:56:36.000Z	us-east-1d	c4.4xlarge	0.2355
2017-11-27T06:53:46.000Z	us-east-1d	c4.4xlarge	0.2354
2017-11-27T06:52:34.000Z	us-east-1d	c4.4xlarge	0.2356
2017-11-27T06:50:24.000Z	us-east-1d	c4.4xlarge	0.2357
2017-11-27T06:49:26.000Z	us-east-1d	c4.4xlarge	0.2358
2017-11-27T06:48:20.000Z	us-east-1d	c4.4xlarge	0.2361
2017-11-27T06:45:16.000Z	us-east-1d	c4.4xlarge	0.2368
2017-11-27T06:43:04.000Z	us-east-1d	c4.4xlarge	0.2371
2017-11-27T06:41:56.000Z	us-east-1d	c4.4xlarge	0.2376
2017-11-27T06:40:58.000Z	us-east-1d	c4.4xlarge	0.2377
2017-11-27T06:38:48.000Z	us-east-1d	c4.4xlarge	0.2379
2017-11-27T06:37:54.000Z	us-east-1d	c4.4xlarge	0.238
2017-11-27T06:36:44.000Z	us-east-1d	c4.4xlarge	0.2383
2017-11-27T06:33:36.000Z	us-east-1d	c4.4xlarge	0.2388
2017-11-27T06:32:40.000Z	us-east-1d	c4.4xlarge	0.2389
2017-11-27T06:31:26.000Z	us-east-1d	c4.4xlarge	0.2392
2017-11-27T06:30:22.000Z	us-east-1d	c4.4xlarge	0.2395
2017-11-27T06:29:17.000Z	us-east-1d	c4.4xlarge	0.2401
2017-11-27T06:28:27.000Z	us-east-1d	c4.4xlarge	0.2405
2017-11-27T06:28:25.000Z	us-east-1d	c4.4xlarge	0.2406
2017-11-27T06:27:17.000Z	us-east-1d	c4.4xlarge	0.2408
2017-11-27T06:20:51.000Z	us-east-1d	c4.4xlarge	0.2411
2017-11-27T06:17:47.000Z	us-east-1d	c4.4xlarge	0.2412
2017-11-27T06:16:39.000Z	us-east-1d	c4.4xlarge	0.2415
2017-11-27T06:15:33.000Z	us-east-1d	c4.4xlarge	0.242
2017-11-27T06:14:39.000Z	us-east-1d	c4.4xlarge	0.2425
2017-11-27T06:13:43.000Z	us-east-1d	c4.4xlarge	0.2429
2017-11-27T06:13:27.000Z	us-east-1d	c4.4xlarge	0.2431
2017-11-27T06:12:29.000Z	us-east-1d	c4.4xlarge	0.2432
2017-11-27T06:11:31.000Z	us-east-1d	c4.4xlarge	0.2433
2017-11-27T06:10:21.000Z	us-east-1d	c4.4xlarge	0.2434
2017-11-27T06:09:23.000Z	us-east-1d	c4.4xlarge	0.2435
2017-11-27T06:08:27.000Z	us-east-1d	c4.4xlarge	0.2436
2017-11-27T06:07:19.000Z	us-east-1d	c4.4xlarge	0.2437
2017-11-27T06:06:57.000Z	us-east-1d	c4.4xlarge	0.244
2017-11-27T06:05:09.000Z	us-east-1d	c4.4xlarge	0.2439
2017-11-27T06:00:57.000Z	us-east-1d	c4.4xlarge	0.244
2017-11-27T06:00:15.000Z	us-east-1d	c4.4xlarge	0.2441
2017-11-27T06:00:11.000Z	us-east-1d	c4.4xlarge	0.2437
2017-11-27T05:56:39.000Z	us-east-1d	c4.4xlarge	0.2434
2017-11-27T05:53:33.000Z	us-east-1d	c4.4xlarge	0.2435
2017-11-27T05:52:25.000Z	us-east-1d	c4.4xlarge	0.2436
2017-11-27T05:50:19.000Z	us-east-1d	c4.4xlarge	0.2437
2017-11-27T05:49:27.000Z	us-east-1d	c4.4xlarge	0.2438
2017-11-27T05:43:55.000Z	us-east-1d	c4.4xlarge	0.244
2017-11-27T05:33:21.000Z	us-east-1d	c4.4xlarge	0.2441
2017-11-27T05:30:23.000Z	us-east-1d	c4.4xlarge	0.2442
2017-11-27T05:23:11.000Z	us-east-1d	c4.4xlarge	0.244
2017-11-27T05:21:55.000Z	us-east-1d	c4.4xlarge	0.2435
2017-11-27T05:19:51.000Z	us-east-1d	c4.4xlarge	0.2436
2017-11-27T05:18:43.000Z	us-east-1d	c4.4xlarge	0.2437
2017-11-27T05:18:41.000Z	us-east-1d	c4.4xlarge	0.2436
